number_of_rooms,floor,area,address,date,price
1,11,59.0,Ориентир Комплекс Ромиз Плаза,23.02.2022 16:30,446040
2,7,70.0,92 мкр,23.02.2022 16:25,620000
2,14,90.0,Шохмансур,23.02.2022 16:23,481000
6,7,184.0,Ориентир Главный офис Вавилон,23.02.2022 16:23,1435200
1,11,68.0,И. Сомони,23.02.2022 16:23,347000
3,7,85.0,101мкр,23.02.2022 16:12,700000
4,2,80.0,82мкр,23.02.2022 16:12,700000
2,2,73.0,Зарафшон,23.02.2022 16:10,572000
3,3,127.0,Зарнисор,23.02.2022 16:10,886000
2,5,70.0,Молодёжный театр,23.02.2022 16:10,405000
3,3,78.0,Центр,23.02.2022 16:09,739000
2,8,90.0,Шомансур,23.02.2022 16:08,750000
3,4,47.0,Шохмансур,23.02.2022 15:58,330000
2,2,95.0,Хитойбозор,23.02.2022 15:55,410000
2,5,50.0,Центре,23.02.2022 15:54,530000
3,4,107.0,104 микрайон,23.02.2022 15:50,60000
2,7,46.0,33 мкр,23.02.2022 15:45,300000
5,1,50,,23.02.2022 15:37,734500
2,2,74.0,7км,23.02.2022 15:30,450000
3,8,117.0,М. Назаршоева 143,23.02.2022 15:26,651248
3,6,94.0,КОХИ БОРБАД,23.02.2022 15:25,485000
4,4,75.0,61 мкр,23.02.2022 14:46,740000
3,5,75.0,9 км,23.02.2022 14:41,460000
6,2,134.0,Ориентир 94 мкр,23.02.2022 14:40,1309850
1,15,59.0,,23.02.2022 14:38,369000
1,4,30.0,Мардон Борбад 103 Соиб хонаюм,23.02.2022 14:31,276000
2,4,54.0,,23.02.2022 14:30,456000
3,3,68.0,Сино,23.02.2022 14:26,665000
4,5,81.0,102 мкр,23.02.2022 14:20,485000
2,2,64.0,Гипрозем,23.02.2022 14:18,299000
1,2,58.0,ФИРДАВСИ,23.02.2022 13:38,270000
2,1,38.0,Сино,23.02.2022 13:35,250000
4,5,86.0,,23.02.2022 13:34,450000
3,9,83.0,92мкр,23.02.2022 13:29,483000
3,1,90.0,104мкр,23.02.2022 13:29,376200
3,11,132.0,Зарафшон,23.02.2022 13:28,420320
2,13,78.0,,23.02.2022 13:27,432440
3,9,76.0,Сино,23.02.2022 13:24,470000
4,5,82.0,Сино,23.02.2022 12:54,650000
2,3,58.0,Зарафшон,23.02.2022 12:47,378000
6,4,200.0,92 мкр,23.02.2022 12:39,1500000
2,4,47.0,Сино,23.02.2022 12:22,360000
2,4,55.0,Мардон,23.02.2022 12:04,380000
2,2,60.0,91 мкр,23.02.2022 12:04,512000
3,5,68.0,Испечак 2,23.02.2022 12:03,477000
3,4,80.0,Садбарг,23.02.2022 11:58,945000
3,3,110.0,Дом Печать,23.02.2022 11:56,1254000
1,5,48.0,Нефтияник,23.02.2022 11:30,105000
1,13,60.0,Сельхозинститут,23.02.2022 11:20,408000
2,6,72.0,Профсоюз,23.02.2022 11:09,499000
3,2,80.0,91 -мк караболо,23.02.2022 11:02,795000
1,9,58.0,84мкр,23.02.2022 10:52,260130
3,9,72.0,Сино,23.02.2022 10:51,320000
2,10,60.0,Центр,23.02.2022 10:41,470000
2,16,54.0,Шохмансур,23.02.2022 10:41,450000
2,7,50,,23.02.2022 10:40,379900
2,8,77.0,Мехргон,23.02.2022 10:35,339000
2,7,65.0,Товус,23.02.2022 10:35,272000
2,7,88.0,Дом печать,23.02.2022 10:31,559000
1,11,62.0,Садбарг,23.02.2022 10:29,513000
2,6,54.0,Зарафшон,23.02.2022 10:24,305005
5,1,50,,23.02.2022 10:11,840000
2,8,78.0,9-км,23.02.2022 10:02,342000
2,1,48.0,32мкр,23.02.2022 10:00,390000
1,1,42.0,92мкр,23.02.2022 09:59,365000
1,3,48.0,102мкр,23.02.2022 09:58,420000
2,4,54.0,Маяковский,23.02.2022 09:57,307000
2,6,50.0,61мкр,23.02.2022 09:55,404000
3,8,93.0,,23.02.2022 09:51,1026000
3,9,71.0,Фирдавси,23.02.2022 09:50,520000
2,7,103.0,ул. Мирзо - Турсунзаде 58,23.02.2022 09:39,750000
3,13,50,,23.02.2022 09:39,950000
3,7,102.0,Шохмансур,23.02.2022 09:38,903000
2,6,54.0,,23.02.2022 09:35,290000
1,13,34.0,Дом печать,23.02.2022 09:35,400000
2,12,73.0,СИНО,23.02.2022 09:22,450000
3,5,60.0,,23.02.2022 09:16,587000
3,5,50,,23.02.2022 09:12,896000
2,17,56.0,,23.02.2022 09:12,377000
2,17,60.0,,23.02.2022 09:11,399000
4,4,90.0,Сино,23.02.2022 09:04,575500
1,6,45.0,Балх,23.02.2022 08:02,355000
2,4,63.0,Гипрозем,23.02.2022 07:48,388000
2,9,42.0,112 мкр,23.02.2022 07:27,471000
3,6,100.0,Профсоюз,23.02.2022 07:25,852000
2,1,60.0,91мкр,23.02.2022 07:25,538000
2,2,56.0,92мкр-н,23.02.2022 07:25,432000
3,12,103.0,Сельхозинститут,23.02.2022 07:24,1011900
3,2,50.0,И. Сомони,23.02.2022 06:55,310000
3,3,110.0,Исмоили Сомони,23.02.2022 06:52,1250000
2,3,54.0,Испечак,23.02.2022 04:56,375000
2,8,46.0,Аэропорт,23.02.2022 04:54,425000
2,1,31.0,Фирдавси,23.02.2022 02:46,220000
3,3,132.0,Аэропорт,23.02.2022 02:03,1200000
2,13,70.0,Н.Сино,23.02.2022 01:27,500000
3,2,50,,23.02.2022 01:21,670000
1,1,30.0,82 мкр,23.02.2022 00:13,285000
2,14,88.0,Центр,23.02.2022 00:02,513000
3,6,58.0,Фирдавси,22.02.2022 23:46,700000
2,3,71.0,112мкр,22.02.2022 23:27,555000
2,5,48.0,Шохмансур,22.02.2022 23:09,170000
4,7,73.0,И.Сомони,22.02.2022 23:01,580000
3,13,81.0,И. Сомони,22.02.2022 23:00,370000
2,6,64.0,Фирдавси 46,22.02.2022 23:00,530000
4,5,90.0,Гипрозем,22.02.2022 22:41,495000
2,12,62.0,,22.02.2022 22:17,385000
1,10,40.0,Якачинор,22.02.2022 22:01,235000
3,4,80.0,Молодёжный театр,22.02.2022 21:56,670000
3,4,56.0,Шохмансур,22.02.2022 21:47,370000
4,11,130.0,Водонасосная,22.02.2022 21:44,1200000
3,6,110.0,82 мкр,22.02.2022 21:38,1026000
2,14,76.0,Фирдавсӣ,22.02.2022 21:29,300000
2,3,37.0,Сино,22.02.2022 21:23,385000
2,12,50,,22.02.2022 21:23,837500
2,1,55.0,65 микрорайон,22.02.2022 21:15,400000
1,19,50,,22.02.2022 21:14,155000
3,9,84.0,Аэропорт,22.02.2022 21:11,519800
3,1,54.0,Гулистон,22.02.2022 21:06,410400
3,14,50,,22.02.2022 20:58,330000
2,12,57.0,И.Сомони,22.02.2022 20:58,215000
2,2,50.0,103 мкр,22.02.2022 20:43,430000
1,13,58.0,83 мкр,22.02.2022 20:37,297540
1,13,49.0,Гипрозем,22.02.2022 20:37,195510
1,1,30.0,Автоцентр,22.02.2022 19:57,190000
1,11,55.0,Сино,22.02.2022 19:51,165000
2,6,45.0,Фирдавси-гравзавод,22.02.2022 19:47,190000
1,1,32.0,Фирдавси-гравзавод,22.02.2022 19:47,140000
2,6,54.0,Фирдаси-гравзавод,22.02.2022 19:43,2200000
3,5,50,,22.02.2022 19:37,490000
2,3,60.0,Сино,22.02.2022 19:36,379500
4,1,65.0,,22.02.2022 19:32,600000
2,13,79.0,Шохмансур,22.02.2022 19:23,421900
2,9,64.0,Сино 2,22.02.2022 19:13,330000
2,3,58.0,Н.сино,22.02.2022 18:48,420000
2,4,64.0,Исмоили Сомони,22.02.2022 18:44,583680
2,2,44.0,Советский 1,22.02.2022 18:43,315000
2,2,58.0,прафсоюз,22.02.2022 18:36,550000
2,8,56.0,Зарнисор,22.02.2022 18:19,195000
2,1,45.0,Фирдавси,22.02.2022 18:18,170000
2,13,56.0,82-мкр,22.02.2022 18:05,530000
2,1,42.0,Сино,22.02.2022 17:54,490000
2,8,83.0,Шохмансур,22.02.2022 17:52,607560
2,11,50,,22.02.2022 17:46,850000
2,10,73.0,Магазин Олами Китоб,22.02.2022 17:46,560640
1,1,50.0,,22.02.2022 17:45,317805
2,15,81.0,,22.02.2022 17:42,370000
2,5,77.0,Сино 102мкр,22.02.2022 17:42,443000
3,7,97.0,,22.02.2022 17:41,420000
1,3,48.0,103мкр,22.02.2022 17:39,317200
3,7,82.0,Зарафшон,22.02.2022 17:37,510000
6,11,164.0,Ориентир Магазин Гелос,22.02.2022 17:33,1239840
3,1,95.0,Зарафшон,22.02.2022 17:31,770000
2,12,63.0,Ориентир бывший ГАИ Душанбе,22.02.2022 17:31,468720
4,15,136.0,Ориентир Новый Точиксодиротбанк,22.02.2022 17:22,1071410
4,1,80.0,105мкр,22.02.2022 17:15,490000
3,1,59.0,,22.02.2022 17:12,680000
1,1,30.0,82 мкр,22.02.2022 17:08,320000
1,14,50,,22.02.2022 16:55,284000
5,4,120.0,Фирдавси,22.02.2022 16:55,850000
2,10,84.0,скорая больница,22.02.2022 16:46,435000
2,8,96.0,Поворот аэропорта,22.02.2022 16:31,935000
2,14,90.0,82мкр,22.02.2022 16:25,557000
2,17,86.0,Сино 58,22.02.2022 16:21,630000
5,3,85.0,Зарафшон-2,22.02.2022 16:13,568000
3,2,107.0,,22.02.2022 16:10,295000
2,4,50.0,Зарафшон 2,22.02.2022 16:06,395000
2,15,88.0,Поворот аэропорта,22.02.2022 15:59,435000
4,12,100.0,Сино,22.02.2022 15:57,880000
3,7,90.0,И.Сомони,22.02.2022 15:44,923000
5,2,100.0,Фирдавси,22.02.2022 15:41,758500
2,4,40.0,Фирдавси,22.02.2022 15:31,230000
2,2,62.0,,22.02.2022 15:12,442000
1,11,80.0,Центр,22.02.2022 15:03,520000
1,5,57.0,Сино,22.02.2022 15:01,334000
3,16,222.0,,22.02.2022 14:56,1999000
2,1,40.0,Сино,22.02.2022 14:38,190000
2,10,50.0,91 мкр,22.02.2022 14:37,425000
1,13,59.0,Ориентир Национальный Патентный Центр,22.02.2022 14:35,379960
2,6,64.0,Гипрозем,22.02.2022 14:27,380000
3,4,151.0,Сино-2,22.02.2022 14:20,1073000
2,4,50.0,Фирдавси,22.02.2022 14:14,190000
2,2,42.0,Фирдавси,22.02.2022 14:12,213000
4,7,90.0,102 мкр,22.02.2022 14:07,577000
1,9,58.0,Ориентир Гостиница Душанбе,22.02.2022 13:45,414880
3,7,110.0,Сино,22.02.2022 13:31,690000
2,2,48.0,Сино,22.02.2022 13:26,360000
1,6,50.0,61,22.02.2022 13:18,405000
2,3,65.0,Мясокомбинат,22.02.2022 13:18,410000
3,12,100.0,92 мкр,22.02.2022 13:17,910000
2,14,75.0,Испечак 2,22.02.2022 13:17,860000
4,3,110.0,103 мкр,22.02.2022 13:15,879000
3,1,54.0,Сино,22.02.2022 13:03,565000
2,12,57.0,Сино,22.02.2022 13:02,299800
2,2,60.0,мардон,22.02.2022 13:01,440000
3,4,76.0,82мкр,22.02.2022 12:57,505000
1,4,32.0,Сино,22.02.2022 12:54,272000
2,0,40.0,112 мкр,22.02.2022 12:53,300000
2,10,60.0,Шохмансур садбарг,22.02.2022 12:49,374000
1,3,45.0,46 мкр,22.02.2022 12:35,280000
3,13,104.0,,22.02.2022 12:35,980000
2,4,74.0,Сино,22.02.2022 12:20,370000
1,4,45.0,Зарафшон,22.02.2022 12:16,300000
3,3,102.0,И. Сомони,22.02.2022 12:02,980000
1,8,37.0,46 мкр,22.02.2022 12:01,330000
2,4,56.0,сино,22.02.2022 11:56,270000
2,2,55.0,82 мкр,22.02.2022 11:48,465000
3,14,113.0,,22.02.2022 11:36,773000
1,13,58.0,,22.02.2022 11:36,297800
1,17,83.0,,22.02.2022 11:34,350000
2,1,34.0,Шохмансур,22.02.2022 11:21,360000
3,6,117.0,Фирдавси,22.02.2022 11:20,750000
4,4,100.0,Фирдавси,22.02.2022 11:19,945000
2,4,50.0,Сино,22.02.2022 11:17,486780
2,8,55.0,Шохмансур,22.02.2022 11:14,550000
3,9,77.0,33 мкр,22.02.2022 10:52,44
2,11,60.0,Караболо,22.02.2022 10:49,741000
1,3,38.0,33 мкр,22.02.2022 10:47,290000
3,5,68.0,63мкр Фирдавси,22.02.2022 10:41,455000
2,3,48.0,84 мкр,22.02.2022 10:39,410000
3,2,64.0,84 мкр,22.02.2022 10:38,491234
3,2,62.0,,22.02.2022 10:35,580000
3,6,74.0,33 мкр,22.02.2022 10:34,600000
1,17,71.0,,22.02.2022 10:32,375000
3,14,66.0,Фирдавси 63-мкр Ромашка,22.02.2022 10:30,380000
3,11,68.0,Шохмансур,22.02.2022 10:26,450000
2,12,73.0,СИНО,22.02.2022 10:25,345000
1,12,58.0,83мкр,22.02.2022 10:21,294600
2,4,40.0,Гулистон,22.02.2022 10:19,305000
1,14,76.0,Фирдавси,22.02.2022 10:17,295000
2,16,58.0,Н Шохмансур,22.02.2022 10:17,595000
3,4,65.0,33мкр-н,22.02.2022 10:01,524400
2,5,65.0,Султони Кабир,22.02.2022 10:00,337000
3,6,130.0,92 мкр,22.02.2022 09:59,1500000
2,3,96.0,Дом печать,22.02.2022 09:59,750000
2,6,86.0,Скорая больница,22.02.2022 09:58,660000
3,3,100.0,91 мкр-н,22.02.2022 09:57,859000
3,8,85.0,33мкр-н,22.02.2022 09:56,626000
2,14,54.0,Скорая помощь,22.02.2022 09:56,567500
2,13,54.0,Центр,22.02.2022 09:56,615600
1,5,68.0,101мкр-н,22.02.2022 09:56,386000
2,8,40.0,Автовокзал,22.02.2022 09:55,387600
2,1,54.0,112 мкр,22.02.2022 09:53,416000
4,6,77.0,9км,22.02.2022 09:52,513000
5,13,160.0,Ориентир Новый Точиксодиротбанк,22.02.2022 09:46,1012000
1,1,42.0,92мкр,22.02.2022 09:42,324000
1,4,25.0,Правсоюз,22.02.2022 09:30,234000
2,6,63.0,Воданасос,22.02.2022 09:24,570000
2,7,61.0,Мехргон,22.02.2022 09:21,499800
2,10,72.0,,22.02.2022 09:19,616000
2,5,43.0,Шохмансур 9км,22.02.2022 09:16,350000
2,3,55.0,84 мкр,22.02.2022 09:08,420000
2,4,45.0,33 мкр,22.02.2022 09:08,319000
4,3,85.0,7 км,22.02.2022 08:56,487000
4,7,120.0,112 мкр,22.02.2022 08:55,852000
2,5,78.0,Фирдавси,22.02.2022 08:52,477000
4,2,74.0,,22.02.2022 08:20,743000
2,1,50,,22.02.2022 08:14,375000
2,12,50,,22.02.2022 08:11,567000
2,4,41.0,Сино,22.02.2022 08:05,240000
3,4,100.0,Фирдавси,22.02.2022 08:04,1150000
1,9,59.0,сино,22.02.2022 07:24,180000
2,2,96.0,83 мкр,22.02.2022 07:21,599000
2,4,48.0,Фирдавси,22.02.2022 07:18,195000
3,6,75.0,Сино,22.02.2022 07:16,750000
2,2,41.0,Шохмансур,22.02.2022 06:31,495000
3,13,90.0,Поворот Аэропорт,22.02.2022 06:26,1000000
2,9,56.0,Дом печать,22.02.2022 06:12,699999
2,12,81.0,Центр,22.02.2022 05:46,900000
4,4,80.0,Сино,22.02.2022 05:11,530000
2,11,63.0,Сино,22.02.2022 02:15,442000
2,3,50,,22.02.2022 01:56,400000
1,2,28.0,Фирдавси,22.02.2022 01:52,220000
2,8,66.0,Рудаки 183 центр сельхоз институт,22.02.2022 01:31,490000
3,9,120.0,Караболо,22.02.2022 01:15,1200000
3,4,67.0,А.Фирдавси,22.02.2022 00:56,5050000
2,10,50,,22.02.2022 00:03,225000
3,8,86.0,Гипрозем,21.02.2022 23:56,565000
2,2,65.0,Профсоюз,21.02.2022 23:47,650000
2,6,52.0,Поворот Аэропорта,21.02.2022 23:27,483500
1,5,40.0,Диагностика,21.02.2022 23:21,185000
3,13,97.0,Шохмансур,21.02.2022 23:19,740000
2,7,42.0,Пойёни корвон,21.02.2022 22:53,180000
2,7,53.0,Сино 52,21.02.2022 22:38,598000
2,6,70.0,Поворот Аэропорт,21.02.2022 22:35,480000
2,4,54.0,Шохмансур,21.02.2022 22:30,440000
1,9,44.0,Зарафшон,21.02.2022 22:02,310300
1,2,36.0,фирдавси,21.02.2022 22:01,26000
2,1,42.0,Шохмансур,21.02.2022 22:00,360000
2,8,58.0,112 мкр,21.02.2022 21:48,460000
4,4,90.0,Исмоил Сомони,21.02.2022 21:43,849000
2,9,82.0,И.сомони,21.02.2022 21:31,699000
3,11,65.0,102 мкр,21.02.2022 21:19,450000
1,14,50,,21.02.2022 21:00,235000
1,3,25.0,Гипрозем,21.02.2022 21:00,210000
2,11,112.0,Скорая помощь,21.02.2022 20:59,1582000
3,5,147.0,Айни,21.02.2022 20:58,2260000
3,11,104.0,Сино,21.02.2022 20:55,544800
2,11,63.0,Сино,21.02.2022 20:47,480000
4,2,50,,21.02.2022 20:39,700000
1,1,42.0,,21.02.2022 20:31,340000
3,6,66.0,н.Фирдавси,21.02.2022 20:30,415000
3,8,100.0,Роддом 2,21.02.2022 20:28,614200
2,4,46.0,Айрапорт,21.02.2022 20:21,425000
2,12,48.0,Сино,21.02.2022 20:00,420000
5,2,110.0,91 мкр,21.02.2022 19:59,880000
3,6,191.0,Дом Печать,21.02.2022 19:56,2850000
5,2,110.0,91 мкр,21.02.2022 19:56,880000
2,10,58.0,бозорчаи Заравшон,21.02.2022 19:55,430000
5,6,95.0,Фирдавси,21.02.2022 19:54,732000
2,15,73.0,,21.02.2022 19:42,390000
2,9,57.0,Поворот Аэропорта,21.02.2022 19:35,470000
3,4,63.0,65мкр,21.02.2022 19:28,505000
3,9,106.0,И.Сомони,21.02.2022 19:26,1000000
3,18,131.0,Шохмансур,21.02.2022 19:21,680000
2,8,56.0,Рынок Балх,21.02.2022 19:14,360000
2,2,50,,21.02.2022 19:12,448000
3,2,87.0,64мкр,21.02.2022 19:06,530000
2,5,53.0,Фирдавси,21.02.2022 19:03,300000
4,3,83.0,зарафшон,21.02.2022 18:58,535000
3,17,277.0,Шохмансур,21.02.2022 18:55,1250000
2,14,50,,21.02.2022 18:51,410000
2,4,42.0,Гипрозем,21.02.2022 18:41,300000
1,8,53.0,Сино,21.02.2022 18:36,220000
2,7,105.0,Сомони,21.02.2022 18:19,1140000
2,4,64.0,Сино Зарафшон,21.02.2022 18:13,427000
1,4,30.0,,21.02.2022 18:02,220000
2,2,53.0,Автовокзал,21.02.2022 17:59,480000
3,4,68.0,Сино,21.02.2022 17:44,551100
4,7,150.0,91 мкр,21.02.2022 17:43,1600000
1,1,42.0,Вахдат,21.02.2022 17:38,195000
3,9,50,,21.02.2022 17:14,600000
2,13,68.0,Испечак,21.02.2022 17:12,330000
2,20,63.0,Спартак,21.02.2022 17:04,377000
2,5,55.0,Сино,21.02.2022 17:04,385000
2,8,49.0,н.Шохмансур,21.02.2022 16:58,234468
1,2,37.0,Шохмансур,21.02.2022 16:49,452000
2,12,64.0,Аэропорт,21.02.2022 16:45,680000
1,6,35.0,Фирдавси,21.02.2022 16:45,245000
3,12,120.0,И.Сомони,21.02.2022 16:39,900000
1,1,47.0,бозори Чал чам,21.02.2022 16:31,220000
2,13,56.0,92 мкр,21.02.2022 16:02,524000
3,6,140.0,Шохмансур,21.02.2022 15:59,1150000
2,10,50.0,фирдавси 46 микра,21.02.2022 15:58,45600
2,10,76.0,Испечак 2,21.02.2022 15:45,510000
2,10,76.0,Испечак 2,21.02.2022 15:44,512000
4,3,120.0,Ориентир Гостиница Душанбе,21.02.2022 15:38,966000
2,4,63.0,н.Сино,21.02.2022 15:36,400000
3,6,137.0,Скорая Помощь,21.02.2022 15:34,745000
1,12,91.0,Поворот Аэропорт,21.02.2022 15:34,446000
1,11,40.0,ориентир Голубой Экран,21.02.2022 15:31,276000
3,4,64.0,Сино,21.02.2022 15:23,450000
3,3,107.0,Ноҳияи Фирдавсӣ,21.02.2022 15:20,640000
4,2,71.0,,21.02.2022 15:13,733200
3,11,72.0,Исмоил Сомони,21.02.2022 15:13,600000
2,6,63.0,Балх,21.02.2022 14:55,230000
1,5,50.0,Исмоили Сомонӣ,21.02.2022 14:44,370000
5,4,110.0,Ориентир Точиксодиротбанк,21.02.2022 14:41,885500
5,2,88.0,Нохияи Рудаки Ленинский Район,21.02.2022 14:29,384907
1,12,46.0,Ул.Хилоли 27 назди масчити якачинор,21.02.2022 14:23,410400
2,8,86.0,Профсоюз,21.02.2022 14:21,560000
2,12,79.0,Шохмансур,21.02.2022 14:20,630420
2,13,53.0,Шохмансур,21.02.2022 14:10,520000
3,10,132.0,Ашан,21.02.2022 14:06,960000
1,10,47.0,Профсоюз,21.02.2022 14:06,240000
2,2,48.0,Фирдавси,21.02.2022 13:45,355000
2,18,91.0,Дом Печать,21.02.2022 13:44,1030000
4,5,104.0,Н.Фирдавси,21.02.2022 13:42,570000
2,11,50,,21.02.2022 13:27,310000
2,9,79.0,Балх,21.02.2022 13:21,490000
2,13,75.0,зарафшон,21.02.2022 13:17,400000
4,3,135.0,91 мкр,21.02.2022 13:15,1282550
1,1,27.0,65 мкр,21.02.2022 13:13,226000
2,8,46.0,,21.02.2022 13:11,137000
2,6,56.0,Сино 1,21.02.2022 13:05,440000
3,7,70.0,61 мкр. Напротив р.Ганджина. За рестораном Сугдиён,21.02.2022 12:56,735000
5,5,100.0,,21.02.2022 12:44,580000
2,2,42.0,Фирдавси,21.02.2022 12:38,241000
2,1,50.0,Фирдавси,21.02.2022 12:29,235000
